NumberOfResults
36
4571
1510
1763
6349
457
3
45757
561
69
13172
8
52
4325
3
940
39
4
2
9420
3699
3378
133
51
4
558
4690
13397
20
7
83
24
851
193
108
8
50
780
64637
12
1126
428
654
0
224
229
1219
149
1751
0
21
4
0
246
0
279
22
0
2
0
0
2
0
0
4
1020604
0
8
336
491
4717
13
9
0
4
19
6
1876
214
921
4273
14365
56
71
3
1113
0
15391
5
0
8
22
0
119
545
0
0
0
81
14
6
15
1822
0
6
6
3
0
7053
2
7
857
96
25
3
208
3
10
747
2137
0
70
0
2
8
211
9821
0
895
0
3066
0
189
2298
278
8
2
10
30
381
91
0
0
3
17
14
25
114
2
74
137
356
47
69
65
55
51
329
510
54
0
10
577
5
22
3
149
304
6397
13
2
1575
7555
27
25
24
2
72
2572
3599
729
196
1500
174
8864
208
6
17
7
10
6333
220
855
10
2
55
18
43
364
896
22
20
0
1733
6
672
0
138
25700
295
591
686
5
297
9
14
7612
5
58
48
21
5524
628
931
271
720
601
0
0
497
404
262
278
221
2029
18
4998
13
12189
2
15355
90
1210
240
4
0
72
25
4198
7
23
36
22
112
4
112
4198
4198
20
2
2
2
81
39
3
0
18
30
17
12
0
0
0
3
8
24
19
6
0
23
15
2
5
184
28
24
0
1593
357
471
1451
65
0
467
8
0
602
3256
466
377
158
3367
167
1015
89
16
3407
856
2
2
0
17950
10
25589
1246
262
268
261
152
4
6913
40
1268
559
46
40
2011
2
14
12
48
22
49
3
4
63
2
0
20
195
4090
8447
77
3803
118
15784
0
277
3
9050
36
2892
3
7
277
568
911
45
439
2
3887
0
2
21
45
1081
42834
42834
19571
33
3
2
0
0
16
21
2
40
20
3
189
5
14
94
94
22
12
13
4
108
7
4
20
37
24
10
32
4
73
47
34
117
463
37
55
3
38
94
0
53
5
0
0
19
43
67
48
16
34
2
14
6
37
482
12
2
6
3
32
27
7
5
25
226
29
9
4
39
2
6
4
495
438
90
33
29
34
6
36
9
24
95
44
71
27
17
3
24
0
31
11
0
1434
88
29
23
43
3
19
5
7
25
23
7
47
46
21
280
553
14
446
0
256
6796
89
2347
53
21892
30189
2484
20346
444
2281
1309
386
0
16
2554
56
528
1488
1559
617
0
0
13
24995
0
2
0
26
480
2
38
518
27
42834
7
3
16758
0
4
2
0
44
16756
0
12
2
0
10
34
0
0
0
324
11
1045
3
1020604
448
12170
453
3637
46963
84
23
1029
10246
0
1805
11
3186
201
2
1167
160
28
9
11
428
124
153
215
126
656
51
695
0
162
6913
74
6
7
989
42915
2
0
28
0
2
0
241
278
653
0
13
4
27
312
0
14
0
2
149
109
515
107
0
2
5
2986
9515
592
7
4
1375
765
2228
564
6056
17
5
973
427
197
322
253
5
16
38
33
28
10
7489
23
102
915
135
54
421
2
18
4852
515
25
2
242
32
2594
425
128
132
1869
8
225
0
3217
6054
59
30
4
0
0
0
0
5
2
6
0
0
0
2
2
7
0
0
0
2
978
627
616
104
120
128
1233
80
315
315
14
790
0
0
45482
580
679
1958
63
5726
38
0
1594
4
178
11
563
3874
2055
123
352
2913
2
9
6136
251
4436
0
953
12
181
14
230
208
0
63
21
191
17
383
0
206
465
1170
174
25
9021
0
2352
119
31
62
2
4705
4
91
6
0
38
922
3
3
2
0
11
26
12
678
0
9
0
27
78
16
8
1139
1020604
2
13
6137
13350
4079
0
0
69
0
39
35
0
0
0
0
2
6
1427
28
606
0
7
30068
2
3
1717
207
0
277363
104
3
6
0
36
10
34
1442
24
0
0
8
68
0
1020604
0
58
0
3
6
4
4840
28650
10
14
6298
0
0
304
0
4
0
2
0
3
46
26
5
3
5
18
116
24
2160
33
7604
701
170
157
26
275
13
130
6
11
5683
0
130
4346
36
418
9238
1131
0
182
0
5531
2
0
106
272
5
14214
310
1870
6554
1956
473
0
635
2441
10972
5
0
920
15
59
29
3
0
219
224
37
0
442
239
323
261
0
1147
45979
16
2953
9
35
6438
46
1386
7
1696
8
2031
29493
10748
29431
2697
602
3
3
0
0
59
10
0
0
0
0
0
461
1237
3
34
2
27
3
2
2
3
3
0
348
1852
1020604
0
0
25
0
265
38
0
0
128
4
2
0
2
112
0
0
15
0
2
0
13
4
12
0
0
0
5
33
8
8
6
2
27
0
33
31
4
0
0
8
171
9
3
243
29
3
819
53
4
22
0
14
37
3
341
159
105
17119
0
4
13
14
1656
0
13
55
642
4
281
2528
0
402
70
369072
6324
1819
0
9267
0
29
2
7
2
26
52
2519
66
130
561
45
0
27
8897
2992
2
2984
2711
0
0
167
5812
15
0
442
0
0
620
817
262
231
7
7
0
21
42
5
28754
224
13
13
14
0
0
0
564
12
2
33904
55
96
66
2
657
2911
3223
2346
31
6588
320
21
20609
312
0
2
2
63
0
32
18979
25
8
8
80
862
0
490
2
34
14
33249
7
5
770
522
21
68
137
519
0
2
0
1139
1890
59
12072
133
1372
30
0
879
4840
16
756
82
71
61
646
878
96
9879
3099
0
810
13
11
0
4
2
425
0
59
0
13
2
0
0
0
5
2
0
59
0
66
0
169
0
48
54
499
102
20
217
389
11
0
85
49
162
17667
6
7
24
0
193
6
169
4
0
0
7
30
244
13
5164
85
117
35
1087
19
10
938
14
717
7
74
6
6
121
78
70
1685
334
600
214
276
11
945
4761
2240
5
2442
91
34029
5494
33
2
0
5494
2
0
3
24
0
0
8
28
53
17
22
0
0
19
0
2
13
33
18095
186
24
239
39
44508
287
0
2304
203
39
0
3482
4
0
34
1463
320
25
16
344
478
78
0
2966
1247
207
2622
0
0
548
25
6349
3182
8
5
677
90
227
514
1120
0
254
4155
352
122
1139
0
312
732
445
4310
0
323
1795
0
1179
1807
2626
3
0
159
48
37
25
19
930
736
384
12
0
585
4
258
181
1960
636
229
36324
5922
17
765
4
5445
831
775
27
37
75
47
6
0
6
43
24
0
7646
0
7
74
101
67
0
248
54
58
874
3
290
2276
0
16
0
13
3
455
25
176
359
159708
254
733
3
0
98
2334
371
7543
122
83
0
26
4
0
9
17
0
4
174
639
917
0
2
4506
687
0
55362
97
5
14414
3579
4148
956
66
7
474
7590
8795
28939
493
7
161
2853
1380
171
0
89
74
62
2556
2764
14
3
5
3
215
962
0
0
3803
5
11
17
2
7
0
0
0
0
0
0
4
12
26275
847
1766
537
119
120
841
916
15
3880
0
10832
9669
74
0
43
17
0
486
15078
12
391
4072
5
317
49
22
36
266
0
6
4
1446
303
88
69
46
334
1653
115
641
3875
8
2
2
0
3
2
411
1517
36
530
7131
2
46
0
22
315
162
947
243
0
4344
3065
6
23
3065
0
114
1165
3830
426
18
6
0
0
892
49
0
0
0
856
24
6
27
0
0
0
15
0
4078
24
437
298
75
32
4873
12
114
103
54
64
3104
3
3
0
0
48
3
111
62
68
28
93
16
16
17
717
71
46
2281
33
257
29
2417
16607
38989
586
5772
3
1093
2
4
0
19
6
0
966
0
194
59
0
0
0
2
100
62
95
10
17
2
4
0
80
393
8028
404
137552
69
204
860
10281
0
5
125
80
2
55
53
163
5654
292
222
179
6
0
8
0
20
2
52
1057
150
5
146
79
0
0
856
16
2
8
2596
0
3
26
0
10
63
176
5
3
0
7289
225
2
120
0
0
4
146
0
166
314
314
15
0
299
17
423
6
0
44
822
89
2252
13
2212
2604
215
11324
2
59
6752
12
2937
1237
10
813
8
45
0
1761
75
0
91
341
1289
130
6
7515
2200
1336
5164
24
5164
5164
5164
0
3
0
1388
38
65
21
103
846
136
217
11
51
0
2
8
6
0
523
37880
11177
19
0
4
730
22
6381
4
8
2
2524
252
458
569
16
25
4663
835
1844
0
285
10
39
168
149
132
100
494
422
1382
0
33
2
23
107
2
2955
3
602
0
0
0
30436
79400
107301
1102
13
50696
4
3
11
1265
209
60
334
0
1093
1032
1032
366
658
152
5632
162
34
136
224
2
71
364
8
67
168
175
87
10
250
548
127
756
4
163
509
301
133
117
1637
485
279
597
1538
29
603
11
23
25
4
2
424
955
4
835
109
0
0
31
4
28
12756
560
470
5
72
3
901
0
23504
847
2459
2302
1032
0
11
62
8
22
0
0
4613
24897
1352
657
23
56
109
3368
322
59
19892
194
0
90
13
52
8
0
17
0
115
1077
7
2
13102
0
17
26
4
8
0
26
65
8660
0
2
53
313
6279
20835
721
16
22
5130
22
3
8
445
0
38
3
228
9658
0
0
11
14
10322
84
25941
12
895
0
7
90
1084
99
0
268
254
8
13
61
3
53301
0
3
1474
32
11
13
2500
117375
2020
4111
630
16
3464
91
2593
24
344
0
4
6
0
439
14346
929
192
203
583
353
320
609
371
1022
95
41
198
0
7449
1125
50
2729
287
216
213
31
26429
2399
755
4646
576
24634
41705
53
3252
407
9
4932
9871
792
4444
102
13452
7
0
4305
5
3175
136
35373
533
258
2272
4292
2275
8369
70
418
19
278
777
11
871
3399
201
128
102
813
1395
7
41
21
14
1398
5
1607
204
6
8
490
15
738
13
0
1361
1958
1558
2554
701
664
261
9
639
379
4017
138
1464
514
386
26
4362
0
4
480
2
98
2
976
57
120
454
90
91
2
6
0
3808133
644
7646
7
11
5
260
184
0
6
5
5575
4
2242
141
15
12
1846
0
561
79
13
0
0
69850
1912
938
0
10
8
132
1948
22
3
13
0
0
409
78
15
590
27
2067
2067
0
0
22073
95
0
0
0
2936
7
3085
3
0
3
5
69
77
2156
677
280
2322
14
5758
849
1665
21
5
0
0
9
0
7
13228
0
11
0
0
5
5399
19255
0
586
277
8
29960
270
0
0
24
0
9
5
161
7
2
0
52
5
3
3106
0
13
23
8
20
951
1100
407
3
708
20852
86
0
10
638
542
3
131
63
5105
103
39
8
0
0
49173
187
104
45
30
27
3291
349
355
49
367
70
0
8
3314
6211
2893
2439
247
67
5
426
358
27739
0
11
2527
751
84
10358
198
6781
25
3816
138
22
2993
14
43
925
327
3
5
17
43
25
0
38
10
3
6340
107595
11
28847
15534
688
68
0
342
213
253
133
4
110
359
136
94
28
106
0
0
4
107
15
301
86
625
47
83
35
967
0
2155
418
78
8
33202
85
0
7934
3
11
27
40
3793
956
91
2387
10132
4
11
50
78
3162
964
0
0
688
5
420
0
3
58400
341
40
0
2
3
43
1593
1137
163
260
2
57
0
71
56
6
0
0
16
4
4
18
328
296
259
22
312
2
24
0
522
25
254
0
96
2
2
0
257
4842
599
3
534
130
20609
0
149
322
13
2679
6944
598
4030
11
8192
0
2724
13
39
78
41
6
69
466
0
0
12430
80
45
39
30
35
0
7
54
1511
457
2914
0
1369
372
7749
2319
30
10
1630
1000
1067
1649
9
0
189
66
66
101
22
56
418
39
11
5
316
226
0
2
11
17563
1218
35571
20112
6243
407
3594
11
36
113
28665
202
823
3375
28
3022
337
6613
0
3
208
2460
751
585
297
3209
0
492
9520
17004
294
10880
1541
0
0
2
7599
235
1682
84
5
25
212
3
0
2
10
0
3
0
470
0
6
14
17
0
170
176
296
0
199
186
35
725
41
20
488
2
37
2
13
6038
133
3145
0
1464
75
244
140
3
89
0
3
5
0
341
0
21
0
603
4
93
0
80
12
10
0
14
742
6
47
83
29
0
9267
50
13228
2
600
1174
134
195
13
1243
36
6672
7
314
1429
788
788
788
788
179
182
155
17
68
0
0
247
4
7
0
1273
0
0
3
10
6416
48
858
4
8
5
314
5722
9
11
3
6
13
634
7
0
69
0
12
0
5
1422
2393
1627
202
38
174
108212
1760
16982
4
3824
7798
173
11
385
568
31087
14
45
385
0
4057
45
1041
1443
3433
248
76
0
0
53
0
58
4866
14
0
0
62
2
2
3
0
0
0
0
0
1020604
0
1052
0
0
0
542
30
1462
1468
2
0
52
182
24
0
49
149
45
51
0
48
1558
260
22
47
10
0
450
4
503
5297
1021
2177
1007
474
2
46
0
10357
351
49
0
22479
977
411
137
8
7
13
3
30868
166
145
504
422
612
13
2238
26
18
543
583
55
12
0
124
20
1107
26
3
74
16
0
14
40
109
0
811
86
25
15
17
14
49
31
32
36
19
1048
22
9
216
74
0
2009
5317
60
19
0
2353
9
118
3
267
152
2
6
10594
23964
0
4
412
133
1074
8
23
395
350
8981
6
157
1342
0
0
7
8
0
15
468
38
16317
103875
4947
58
3297
0
15
17019
20
34
0
27581
0
59
2436
0
52
6090
54
0
12
1020604
4689
468
1798
1092
66
105
1437
13
810
3
16198
338
54
0
112
2156
215
18
118
30
41
169
147
53
42
18
16
14
55
19
1426
8
50
386
1050
71
4921
0
125
145
85
382
0
265
5927
131
862
406
545
224
6121
164
7
87
152
139
10109
73
224784
53
15
4389
9440
0
375
0
0
0
0
256
610
177
334
1511
1000
61
36
2282
4
3
108
8
101
9
408
9
5
17
0
48
28
3
29
2
245
9561
2
139607
1367
1481
6397
3634
100197
7
13
736
51
29323
6225
709
602
17
3660
1841
3694
120
103527
1876
190
192
870
815
8260
141
96518
0
6079
430
219
2
5
2
39
0
29
22
17
0
1271
3
97
0
0
22
20
82
4
580
8
875
11
36
51
1021
82177
0
0
1721
95
4591
57078
5732
0
93
78
50
55
34
33
828
163037
8378
892
22
21
731
44
4
5
16
5
4
95
43
227
4704
9
1293
6
2
59
925
239
125
6
52
2391
6699
10
437
344
343
18
6
4
82
13
7199
0
0
5
2
0
0
0
0
53
59
0
17
63
0
10
6623
0
0
0
561
23
0
0
1083
742
909
420
403
365
259
244
199
184
75
87
10
19
545
0
0
1810
133
10
66
92
67
9
0
0
174
26200
22
7
52
1525
0
30
0
2
161
24
421
0
886
8
11
590
8077
1210
41
163
529
3
127
20
48
20
14
201
0
2
0
38
343
25
111
41
5
5262
2656
0
29
837
27777
418
3651
5585
812
0
20776
20776
3070
11519
650
383
1459
286669
4
0
2
0
0
0
84
7685
6
9
0
0
9
2
8
41
0
141
0
2
2
2
0
20
62
29
2
98
49
91
0
2
2
234
0
19
0
5
5751
10
15
866
30
0
2
2
0
6
809
152
0
1024
337
5744
21
2836
3
45
1543
316
4261
37
4
0
0
10
2
2
3
20
49
410
3
33240
4
8
12
3
0
8
0
3
6
0
702
480
291
39
0
127
0
0
0
562
36
3
8
0
0
0
3
336
675
25
0
14
2
332
2
47
28
23
17
0
8010
0
2
0
0
0
43
2
5
96
5
0
40
0
81
38
0
0
6
3
6
15
26
6
2
7
66
5
15
6
207
44
0
2
237
23
9
8127
3
7
7
11
5
584
2
196
0
17
26
32
18
25
18
10
10
0
1576
829
2
1629
0
7
20
111
77
61
156
541
4
544
0
937
314
0
12521
3
0
6462
409
0
117
9
21
1788
71
0
655
12420
438
1181
61
62
5988
2
49
16
946
2568
14
200
2
661
45
142
134
8
155
364
199
701
530
2176
2
160
18546
903
0
607
58
3
4
4827
1216
1214
71
0
618
124
63
56
22
36
0
280
0
121
3297
4
564
3019
2
131
6773
1764
1213
784
811
794
788
793
636
378
68
401
63
0
1972
251
50
0
0
761
38
392
41
210
319
103
30
17
276
76
0
71
542
18
7
2574
2255
1895
1581
772
27884
7519
7022
6410
5087
0
9
0
44614
0
7
159
7
58
24
207
19
2
5401
184
24
10110
702
46
296
722
2
31710
398
85
0
2
0
3
57
0
36
6434
0
193
16212
465
408
22
16
84
2342
1286
5841
1257
1924
11336
1771
260
1394
1627
552
6480
6445
26105
4
0
19908
1890
7689
2633
81
5334
179
8456
141
0
4
10
17879
1220
11
5911
2490
0
531
2099
74
180
2
181
13
80
22
7579
4
2
58
0
17
2
2
39
34
7309
10
6149
87
75
6
6136
1317
6136
1315
1264
5690
0
5922
827
1114
103226
23
0
23
14
16
5
59
0
15
552
6
3
52
4840
0
40
186
2
8
208
10193
0
4
6
11
8
68
6816
4173
3
10974
2539
288
8
3
0
6
0
10
3825
182
628
4611
73
7911
446
33
46
3510
83
2911
1440
929
58
0
1386
4
222
2372
0
38
389
35920
274
69
0
0
67
0
248
37545
270
31
277
575
4
90
15420
15617
10872
2185
8
9
1803
19
1466
39
4273
419
1214
1256
2485
103
2901
1885
12
49
10
1952
2
133
24
0
24
8
6
4063
27255
35
134
2
3
39
437
6
49
1764
170
1417
26
3028
153
291
53
519
16
0
446
592
216
0
5429
1420
973
2544
57
2912
33
2019
685
0
62816
69
39
25
2432
470
105
418
145
117
91
78
30
558
2
22
17
1431
272
49
742
80
950
0
15
63
21
26
25
12
11
51
0
71
28687
52
884
55
1378
58
0
2938
37745
1564
2219
23
2
19
36
9
4
0
11
9
14
41
408
46
2
62
7
143
60
60
3
15
11
27
9
0
81
6
469
20
0
373
1310
2
0
2
1147
76
190
4
4562
0
4379
17
3
50
15
862
945
9
1249
243
7668
7
2
3
37
38
99
4537
1497
305
0
3
1596
85
0
21
251
12
68175
0
0
0
609
42
2919
2081
1981
20
0
28
12
73
8827
1326
480
0
115756
4821
3850
6606
26385
1120
124
225
220
822
1001
322
391
1085
75
349
3
151
32
40
21
33
147
99
2
0
8
29
0
504
5869
31
10
3
0
7802
473
11
28
105
11
2195
4
3485
0
0
0
3
5068
0
10
918
4
53
3
636
496
450
406
272
241
233
16
49
6466
27565
16657
22
0
14
3163
0
2
3161
105
97
95
58
63
42
47
470
2
0
2
92
30851
4
0
0
2
4
2
11
10
4
4
119
4
99667
764
322
2566
10359
17
316
957
115
2059
0
0
2817
841
1626
72
8
418
418
49
6
281
1010
1668
68
6
0
74845
0
1886
9
12
145
187
0
2648
5
209
91
29
86218
305
265
213
0
1301
228
501
10
5
570
18175
1798
63
42834
5891
513
40
556
148
2012
51
22263
16
18
24
1323
1321
2
6042
6275
53
646
4879
0
20101
1092
54
8
87
12303
386
0
122
2614
7
61
150
34
3660
415
3660
84
1039
305
1646
53
102
102
64
0
2
26
38
53
1400
391
0
0
53
11122
125
3
0
3
3
192
384
2048
1363
1836
304
86
32
374
587
4
1430
16
0
172
638
9401
19
9401
9401
728
34
309
4168
30
50
101
227
53
2
112
100
0
6842
0
392
31
166
123
1017
6294
1119
2372
164
398
203
30
942
0
280
980
290
53
24
2266
1849
0
3
0
0
2106
0
179
142
44
82
3
120
3
155
0
7496
14
20590
197
49894
194
0
0
4
0
141
24
11
11
3
8
60
2
4
2244
30
166
27
2043
316
0
43
0
0
0
1386
49
15563
10388
32
1345
57
12
149
0
2
111
0
33904
0
796
44
66
1912
71
1850
0
360
309
1037
80
34812
0
744
602
575
442
503
503
503
721
0
21318
801
0
6772
1257
6
14
376
36
626
14
0
4591
382
302
19
286
61
10875
5779
1020604
1052
35
0
0
2
6267
22148
6689
28936
3
9
73
572
7422
3122
0
2
5
590
0
10
35
0
0
36
85
0
225
591
354
11050
7
0
420
0
0
317
5
36
20
233
7
7093
24
21
5
2
23
13
4
115
6
530
2
1050
1050
8
60
56
10049
2120
30097
0
4110
913
15
21
80
2213
1621
85
17
7
1164
322
7
591
30
6
43
19
313
13
8
6
4
0
0
3360
28
0
200
2
5465
41
0
10
0
0
369
11
2682
10
1049
643
219
32
13357
308
2413
226
1485
2
549
364
44
214
27377
33982
20
192
69
75
1046
132
5870
72
8
185
325
447
1744
0
4
0
0
2368
0
0
0
11
1013
17
3703
1628
501
116
7
3622
11
58
130
124
187
11
246
18
498
722
47
877
2
8
7839
1634
0
693
28
1081
0
549
770
384
15
373
1960
32
226
63
79
348
7
7
95
6
0
5
89
67
725
1796
95
64
3
5
11
0
112
42
491
1370
5
0
19036
10
0
1800
12
3683
25
1735
7
0
15
2840
3
0
20
0
330
35
2
16
152
2538
78
2450
3808
11186
14
34
15
25
341
314
118
221
3337
320
185
12882
5438
1304
1033
965
765
13178
0
109
418
2444
125
271
0
70
2826
108
1030
9
3189
135
105
342
625
1356
63
442
6
2
5054
2
28
0
14040
198
2
3
293
3
15
41
44213
67
0
56
13
11
0
0
0
38
0
886
0
21
53
59032
2
306
3
63
0
0
0
5
140
56402
1642
96
666
19
0
71
1421
6
5
941
64
33
0
13340
1479
0
0
393
0
114889
1641
14391
2
13
0
127
0
0
0
3
1456
3
168
583
4502
3854
2
3854
91
169
213
201
111
0
0
11
26
3
605
1081
17130
53
53
46
29
40
25
51
1799
7
4
4
7
7
0
39
3
0
10049
42
1063
998
584
621
718
590
545
411
28
888
414
451
414
2
319
324
283
2698
603
279
262
294
249
320
276
9
222
4
1244
1083
6
744
20308
1020604
2
0
6788
88
79
11
17
3116
386
3176
20
1776
0
927
3518
2111
0
40
1665
2486
23039
1223
2592
70
64
47
0
0
2898
2
3
24
3
2
2
0
10
0
2
845
15285
23
55
139
0
11
76
9
168
3
5
144
0
0
1543
682
10
34
29
8
255
43
9
0
1631
2
664
2557
4226
1020604
0
2
14688
3397
19
656
20
3
2
1712
624
3
0
200
0
3
3
28
0
348
46
16
2
13
1371
1553
0
96
51
2
11710
151
273
0
27
2
0
0
0
686
50
0
579
27921
215
23
7945
41
0
0
0
0
5
23
7
12
34
19
0
2
30
0
0
751
45
0
5
61
11
24941
422
4
41
5
0
13
283
78
0
0
21985
285
0
1938
462
37
0
436
6
468
136
9
0
22
18
0
137
2445
158
2
5
244
38490
0
220
88
2366
4
13
10
293
151
2
5
911
874
0
7707
5651
0
2
104
25
30
1552
58
0
33
429
0
0
5725
11
193
584
3357
19
2565
7605
4
91
32
122
14
69
0
26
3
2222
18
0
4485
6
10372
8250
0
4372
0
74
0
0
0
0
0
36
206
33
30
4
2
6
0
0
0
0
115
3
0
0
5
5
0
124
62
0
0
42
10
0
0
8
8
17
412
1228
4260
431
1026
8
21549
12
2
263
54
2
2
429
2064
0
3311
0
11
8224
0
624
62
3
0
220
86
0
21
18926
16
177
25817
0
2356
231
4997
0
2152
11
367
0
25
3
0
202
5
0
0
103
35186
28777
165
95908
9815
0
12
44
33
397
292
11
24
159708
3275
4
418
0
0
0
63
225
8
443
4
4093
2
54
78
3455
16
6520
3024
2124
2403
1449
1513
1863
1424
18
1396
128
1567
1739
1069
1356
1290
915
845
23
901
672
23
9
0
4426
20
6
2675
0
35
2
0
0
3
0
2
738
2
2
249
24
13421
391
2
10710
59
0
39
18658
0
44
7116
1103
0
3
1102
1106
432
22
2384
28
8162
6160
24
868
13
18
19
4
41
0
6
6157
3
4
6
2
2
9
12
0
968
353
12
6133
6134
6149
6151
23
848
280
228
141
146
126
26
680
13
10
5
5
0
47715
15516
1080
16720
1806
2
18423
290
677
25
4
3
0
12
21378
2
28
72
55
66
47
39
0
32
2
0
3
3
3
12
0
7
7
0
4
27925
128
65
9
1123
128
2
454
0
2
2
2
7
7
0
29
10
3
0
8
2
0
14
3
145
17886
991
23
21
1895
3259
0
99
5941
609
270
4
2
1006
3307
8
534
15
11221
232
2
6
2085
60
0
155
2
9
5
5670
218
318
108
83
50
764
50
2038
0
0
33
4
0
0
304
3371
38647
8
0
660
0
5
934
385
7190
2
3733
200
1475
55
2634
20
283
33904
30
463
179
13862
52
4
112
11
4404
11128
0
87
53
300
281
882
1378
3918
166
1712
246
480
93
2
225
66
400
1476
15784
35
16
158
22
222
51
0
289
0
0
6
5
9
394
2
494
283
192
111
1020604
0
28
27
16
0
8425
1064
0
4303
12363
255
28
91
139
274
0
0
4365
1073
1052
1989
24
9
6
77
401
8
0
3871
4156
0
19
0
714
144
179
8
22
662
1589
0
310
12
1754
0
0
2
138
0
14
17
0
6987
738
188
4
93
6
23337
29512
704
491
26914
3
0
0
2
6949
2
1478
19
27
0
3
0
25276
0
117
95
0
42
0
3
275
18
0
0
8
14
0
7
2503
4
0
5
0
2
8
25
1382
6
187
0
1146
2
10
76
322
13
540
267
2
0
92
0
0
28993
219
2241
0
72
0
11
908
3041
1159
9663
1188
7161
25
503
247
0
0
0
3
535
4944
19029
21
408
17
3
12573
0
446
2
14358
3065
28
3
101
12
28
1157
3
2
208
3
785
116
6007
2534
4
174
40
569
258
72
4262
9
1010
4642
0
31
328
205
17
99
901
12
19789
8801
0
3787
2294
0
9
31
29
0
28153
4973
3
0
2
0
0
49
15
14
2
3
4
53
58
116
14
0
0
0
51
211
32
6
2
50
8
37
1203
2225
1965
7832
598
0
21
0
0
153
125
136
0
14
4
186
1290
36
785
231
411
1443
40
747
658
5257
0
9
285
692
1472
0
45
56
0
0
18
235101
7807
945
8316
539
493
161
493
0
182
41
60
14
3841
122
271
0
158
9638
66
2232
447
575
12514
5647
0
398
333
337
26
83
7
103
0
0
0
74
6
48
450
334
13
9
71
247
3
10
157
89
568
2041
5568
9
0
14
359
69
0
1056
36
280
53
18
21
2
21
0
6
150
39189
6185
49254
0
348
6
12
213
1495
27511
0
3
0
2518
2518
3
114
292
102
26
4
4
2
6690
16
369
21
534
32
0
118
2540
2
0
1615
0
54
900
16930
5
0
2
3
0
0
168
4719
0
2
0
411
41
18
166
0
4
3
548
23077
271
726
11
35
65178
3
8
244
0
552
29
175
8
1215
46
3819
8919
